gameId,attendance
22100549,19088
22100550,14751
22100546,19156
22100547,17808
22100548,13699
22100544,18306
22100543,18055
22100542,17732
22100540,18911
22100541,19043
22100539,17341
22100538,18997
22100537,18306
22100535,15412
22100536,16451
22100533,17745
22100532,16197
22100531,15833
22100530,17515
22100529,19156
22100525,17920
22100526,15855
22100527,15637
22100524,16071
22100523,17828
22100522,17071
22100519,21372
22100520,17794
22100518,19156
22100516,18312
22100517,17608
22100515,14750
22100511,18104
22100512,16339
22100513,15835
22100510,6960
22100508,16696
22100507,17128
22100506,18430
22100505,17071
22100503,15962
22100502,17049
22100500,17759
22100499,20475
22100497,15608
22100498,14715
22100494,19432
22100495,16767
22100496,15685
22100493,19600
22100492,18306
22100491,18997
22100490,17071
22100489,17341
22100488,19812
22100487,18997
22100485,18064
22100482,17003
22100483,17071
22100484,18306
22100481,19654
22100479,19600
22100480,18208
22100477,13954
22100478,20408
22100475,15386
22100473,17341
22100474,14932
22100470,15299
22100471,19156
22100469,18997
22100468,20056
22100467,15272
22100465,19600
22100466,17906
22100463,18096
22100462,18064
22100461,18306
22100459,21150
22100460,15721
22100457,19156
22100448,21560
22100455,16127
22100456,17071
22100449,15188
22100450,15977
22100451,15091
22100446,17341
22100447,18306
22100444,15123
22100442,16292
22100443,7988
22100445,19156
22100441,13722
22100436,17136
22100439,18399
22100440,14659
22100437,18306
22100438,15504
22100434,16114
22100435,19156
22100433,14103
22100432,16177
22100431,13857
22100429,17053
22100428,13596
22100425,18306
22100426,15773
22100424,15365
22100423,14354
22100421,17341
22100420,20270
22100417,17131
22100418,13576
22100419,20389
22100416,16184
22100413,17325
22100412,17909
